CLIENT;TRIALN;KEY;BASELINE;MAXLEUVEN;MAXV;REJECT;NON_RESPPONS;Stimulus;Total_Trial_Nr;practice;acq;DATE
'11/01/2018 11:20:04';0001,000;'ACT:PROB';218095,238;0718,000;5830000,000;0;0;0007,000;0001,000;0001,000;0000,000;1801111120,000
'11/01/2018 11:20:04';0002,000;'ACT:PROB';537619,048;0670,000;7290000,000;0;0;0007,000;0002,000;0001,000;0000,000;1801111120,000
'11/01/2018 11:20:04';0003,000;'ACT:PROB';198571,429;0651,000;10530000,000;0;0;0007,000;0003,000;0001,000;0000,000;1801111120,000
'11/01/2018 11:20:04';0004,000;'ACT:PROB';193333,333;0684,000;10150000,000;0;0;0000,000;0004,000;0001,000;0000,000;1801111120,000
'11/01/2018 11:20:04';0005,000;'ACT:PROB';183333,333;0680,000;9970000,000;0;0;0000,000;0005,000;0001,000;0000,000;1801111120,000
'11/01/2018 11:20:04';0006,000;'ACT:PROB';209047,619;0616,000;4420000,000;0;0;0007,000;0006,000;0001,000;0000,000;1801111120,000
'11/01/2018 11:20:04';0007,000;'ACT:PROB';168095,238;0616,000;6860000,000;0;0;0000,000;0007,000;0001,000;0000,000;1801111120,000
'11/01/2018 11:20:04';0008,000;'ACT:PROB';519523,810;0615,000;4280000,000;1;0;0007,000;0008,000;0001,000;0000,000;1801111120,000
'11/01/2018 11:20:04';0009,000;'ACT:PROB';4152857,143;0610,000;46170000,000;1;0;0007,000;0009,000;0001,000;0000,000;1801111120,000
'11/01/2018 11:20:04';0010,000;'ACT:PROB';180000,000;0675,000;5000000,000;0;0;0000,000;0010,000;0001,000;0000,000;1801111120,000
'11/01/2018 11:20:04';0011,000;'ACT:PROB';197142,857;0721,000;6610000,000;0;0;0000,000;0011,000;0000,000;0001,000;1801111120,000
'11/01/2018 11:20:04';0012,000;'ACT:PROB';234761,905;0676,000;5960000,000;0;0;0007,000;0012,000;0000,000;0001,000;1801111120,000
'11/01/2018 11:20:04';0013,000;'ACT:PROB';172380,952;0721,000;6520000,000;0;0;0007,000;0014,000;0000,000;0001,000;1801111120,000
'11/01/2018 11:20:04';0014,000;'ACT:PROB';211428,571;0720,000;8450000,000;0;0;0007,000;0016,000;0000,000;0001,000;1801111120,000
